id,gt,ans1,ans2,correct
ProntoQA_190,B,B,B,True
ProntoQA_191,B,B,B,True
ProntoQA_192,B,A,A,False
ProntoQA_193,B,B,B,True
ProntoQA_194,B,A,A,False
ProntoQA_195,B,B,B,True
ProntoQA_196,B,A,A,False
ProntoQA_197,B,B,B,True
ProntoQA_198,B,A,A,False
ProntoQA_199,B,A,A,False
ProntoQA_2,A,A,A,True
ProntoQA_20,B,B,B,True
ProntoQA_200,A,A,A,True
ProntoQA_201,B,A,A,False
ProntoQA_202,B,A,A,False
ProntoQA_203,A,B,B,False
ProntoQA_204,B,A,A,False
ProntoQA_205,B,B,B,True
ProntoQA_206,A,B,B,False
ProntoQA_207,B,A,A,False
ProntoQA_208,B,A,A,False
ProntoQA_209,A,A,A,True
ProntoQA_21,A,B,B,False
ProntoQA_210,B,A,A,False
ProntoQA_211,A,A,A,True
ProntoQA_212,A,A,A,True
ProntoQA_213,A,A,A,True
ProntoQA_214,A,A,A,True
ProntoQA_215,B,A,A,False
ProntoQA_216,A,A,A,True
ProntoQA_217,A,A,A,True
ProntoQA_218,A,B,B,False
ProntoQA_219,A,B,B,False
ProntoQA_22,B,A,A,False
ProntoQA_220,B,B,B,True
ProntoQA_221,B,B,B,True
ProntoQA_222,A,A,A,True
ProntoQA_223,B,A,A,False
ProntoQA_224,B,B,B,True
ProntoQA_225,A,B,B,False
ProntoQA_226,B,B,B,True
ProntoQA_227,B,A,A,False
ProntoQA_228,B,A,A,False
ProntoQA_229,A,A,A,True
ProntoQA_23,A,B,B,False
ProntoQA_230,A,B,B,False
ProntoQA_231,B,A,A,False
ProntoQA_232,B,B,B,True
ProntoQA_233,A,A,A,True
ProntoQA_234,A,A,A,True
ProntoQA_235,B,A,A,False
ProntoQA_236,A,B,B,False
ProntoQA_237,B,B,B,True
ProntoQA_238,A,B,B,False
ProntoQA_239,B,A,A,False
ProntoQA_24,A,B,B,False
ProntoQA_240,A,B,B,False
ProntoQA_241,B,A,A,False
ProntoQA_242,A,A,A,True
ProntoQA_243,B,B,B,True
ProntoQA_244,A,A,A,True
ProntoQA_245,A,B,B,False
ProntoQA_246,A,A,A,True
ProntoQA_247,A,B,B,False
ProntoQA_248,A,B,B,False
ProntoQA_249,B,A,A,False
ProntoQA_25,A,A,A,True
ProntoQA_250,A,B,B,False
ProntoQA_251,B,B,B,True
ProntoQA_252,A,B,B,False
ProntoQA_253,A,A,A,True
ProntoQA_254,B,B,B,True
ProntoQA_255,B,B,B,True
ProntoQA_256,B,B,B,True
ProntoQA_257,A,B,B,False
ProntoQA_258,B,A,A,False
ProntoQA_259,B,A,A,False
ProntoQA_26,A,A,A,True
ProntoQA_260,A,A,A,True
ProntoQA_261,A,A,A,True
ProntoQA_262,A,B,B,False
ProntoQA_263,B,B,B,True
ProntoQA_264,A,A,A,True
ProntoQA_265,B,A,A,False
ProntoQA_266,A,B,B,False
ProntoQA_267,B,A,A,False
ProntoQA_268,B,A,A,False
ProntoQA_269,B,A,A,False
ProntoQA_27,A,A,A,True
ProntoQA_270,B,A,A,False
ProntoQA_271,A,A,A,True
ProntoQA_272,A,B,B,False
ProntoQA_273,A,A,A,True
ProntoQA_274,A,A,A,True
ProntoQA_275,A,A,A,True
ProntoQA_276,B,A,A,False
ProntoQA_277,A,A,A,True
ProntoQA_278,B,A,A,False
ProntoQA_279,A,A,A,True
ProntoQA_28,B,B,B,True
ProntoQA_280,B,B,B,True
ProntoQA_281,A,B,B,False
ProntoQA_282,A,A,A,True
ProntoQA_283,A,A,A,True
ProntoQA_284,A,A,A,True
ProntoQA_285,A,B,B,False
ProntoQA_286,A,B,B,False
ProntoQA_287,A,B,B,False
ProntoQA_288,B,A,A,False
ProntoQA_289,B,B,B,True
ProntoQA_29,B,B,B,True
ProntoQA_290,A,B,B,False
ProntoQA_291,B,A,A,False
ProntoQA_292,A,B,B,False
ProntoQA_293,A,A,A,True
ProntoQA_294,A,B,B,False
ProntoQA_295,A,B,B,False
ProntoQA_296,A,B,B,False
ProntoQA_297,A,B,B,False
ProntoQA_298,A,A,A,True
ProntoQA_299,A,B,B,False
ProntoQA_3,A,A,A,True
ProntoQA_30,A,B,B,False
ProntoQA_300,B,A,A,False
ProntoQA_301,A,A,A,True
ProntoQA_302,A,A,A,True
ProntoQA_303,B,B,B,True
ProntoQA_304,A,A,A,True
ProntoQA_305,A,B,B,False
ProntoQA_306,A,A,A,True
ProntoQA_307,B,A,A,False
ProntoQA_308,A,A,A,True
ProntoQA_309,B,A,A,False
ProntoQA_31,A,A,A,True
ProntoQA_310,A,A,A,True
ProntoQA_311,A,A,A,True
ProntoQA_312,A,A,A,True
ProntoQA_313,A,B,B,False
ProntoQA_314,A,A,A,True
ProntoQA_315,A,A,A,True
ProntoQA_316,B,A,A,False
ProntoQA_317,A,A,A,True
ProntoQA_318,A,B,B,False
ProntoQA_319,A,A,A,True
ProntoQA_32,A,A,A,True
ProntoQA_320,B,A,A,False
ProntoQA_321,A,A,A,True
ProntoQA_322,B,A,A,False
ProntoQA_323,B,A,A,False
ProntoQA_324,A,A,A,True
ProntoQA_325,A,A,A,True
ProntoQA_326,A,B,B,False
ProntoQA_327,A,A,A,True
ProntoQA_328,A,B,B,False
ProntoQA_329,B,A,A,False
ProntoQA_33,B,A,A,False
ProntoQA_330,A,A,A,True
ProntoQA_331,B,B,B,True
ProntoQA_332,A,A,A,True
ProntoQA_333,A,A,A,True
ProntoQA_334,A,B,B,False
ProntoQA_335,A,A,A,True
ProntoQA_336,B,A,A,False
ProntoQA_337,B,B,B,True
ProntoQA_338,B,A,A,False
ProntoQA_339,A,B,B,False
ProntoQA_34,B,B,B,True
ProntoQA_340,A,B,B,False
ProntoQA_341,B,A,A,False
ProntoQA_342,B,B,B,True
ProntoQA_343,B,A,A,False
ProntoQA_344,B,B,B,True
ProntoQA_345,B,A,A,False
ProntoQA_346,B,A,A,False
ProntoQA_347,B,A,A,False
ProntoQA_348,A,B,B,False
ProntoQA_349,A,A,A,True
ProntoQA_35,A,B,B,False
ProntoQA_350,B,A,A,False
ProntoQA_351,A,A,A,True
ProntoQA_352,B,A,A,False
ProntoQA_353,A,A,A,True
ProntoQA_354,B,A,A,False
ProntoQA_355,B,A,A,False
ProntoQA_356,A,A,A,True
ProntoQA_357,A,B,B,False
ProntoQA_358,A,B,B,False
ProntoQA_359,A,B,B,False
ProntoQA_36,A,B,B,False
ProntoQA_360,B,B,B,True
ProntoQA_361,B,B,B,True
ProntoQA_362,A,A,A,True
ProntoQA_363,B,A,A,False
ProntoQA_364,B,A,A,False
ProntoQA_365,A,A,A,True
ProntoQA_366,B,B,B,True
ProntoQA_367,B,B,B,True
ProntoQA_368,A,A,A,True
ProntoQA_369,A,A,A,True
ProntoQA_37,A,B,B,False
ProntoQA_370,A,A,A,True
ProntoQA_371,B,A,A,False
ProntoQA_372,B,B,B,True
ProntoQA_373,A,B,B,False
ProntoQA_374,A,B,B,False
ProntoQA_375,A,B,B,False
ProntoQA_376,A,B,B,False
ProntoQA_377,B,A,A,False
ProntoQA_378,B,B,B,True
ProntoQA_379,A,A,A,True
ProntoQA_38,A,A,A,True
ProntoQA_380,A,A,A,True
ProntoQA_381,A,B,B,False
ProntoQA_382,B,A,A,False
ProntoQA_383,A,B,B,False
ProntoQA_384,A,A,A,True
ProntoQA_385,A,B,B,False
ProntoQA_386,B,B,B,True
ProntoQA_387,A,A,A,True
ProntoQA_388,A,A,A,True
ProntoQA_389,A,A,A,True
ProntoQA_39,B,A,A,False
ProntoQA_390,B,B,B,True
ProntoQA_391,A,B,B,False
ProntoQA_392,A,B,B,False
ProntoQA_393,B,A,A,False
ProntoQA_394,A,A,A,True
ProntoQA_395,B,B,B,True
ProntoQA_396,A,B,B,False
ProntoQA_397,B,B,B,True
ProntoQA_398,B,A,A,False
ProntoQA_399,A,A,A,True
ProntoQA_4,B,A,A,False
ProntoQA_40,A,B,B,False
ProntoQA_400,A,A,A,True
ProntoQA_401,A,A,A,True
ProntoQA_402,A,A,A,True
ProntoQA_403,B,B,B,True
ProntoQA_404,B,A,A,False
ProntoQA_405,A,A,A,True
ProntoQA_406,A,B,B,False
ProntoQA_407,A,A,A,True
ProntoQA_408,B,B,B,True
ProntoQA_409,A,B,B,False
ProntoQA_41,A,A,A,True
ProntoQA_410,B,A,A,False
ProntoQA_411,A,B,B,False
ProntoQA_412,B,B,B,True
ProntoQA_413,B,A,A,False
ProntoQA_414,B,B,B,True
ProntoQA_415,B,B,B,True
ProntoQA_416,B,A,A,False
ProntoQA_417,A,A,A,True
ProntoQA_418,B,A,A,False
ProntoQA_419,A,A,A,True
ProntoQA_42,B,A,A,False
ProntoQA_420,B,A,A,False
ProntoQA_421,B,B,B,True
ProntoQA_422,B,A,A,False
ProntoQA_423,B,A,A,False
ProntoQA_424,A,A,A,True
ProntoQA_425,B,A,A,False
ProntoQA_426,B,B,B,True
ProntoQA_427,A,B,B,False
ProntoQA_428,A,A,A,True
ProntoQA_429,B,B,B,True
ProntoQA_43,A,B,B,False
ProntoQA_430,A,A,A,True
ProntoQA_431,A,A,A,True
ProntoQA_432,B,A,A,False
ProntoQA_433,B,A,A,False
ProntoQA_434,A,B,B,False
ProntoQA_435,A,A,A,True
ProntoQA_436,A,B,B,False
ProntoQA_437,B,B,B,True
ProntoQA_438,B,B,B,True
ProntoQA_439,A,A,A,True
ProntoQA_44,B,A,A,False
ProntoQA_440,A,B,B,False
ProntoQA_441,B,B,B,True
ProntoQA_442,A,A,A,True
ProntoQA_443,B,A,A,False
ProntoQA_444,A,A,A,True
ProntoQA_445,A,B,B,False
ProntoQA_446,B,B,B,True
ProntoQA_447,B,B,B,True
ProntoQA_448,B,A,A,False
ProntoQA_449,B,B,B,True
ProntoQA_45,A,B,B,False
ProntoQA_450,B,A,A,False
ProntoQA_451,B,B,B,True
ProntoQA_452,B,B,B,True
ProntoQA_453,A,A,A,True
ProntoQA_454,A,B,B,False
ProntoQA_455,B,B,B,True
ProntoQA_456,B,A,A,False
ProntoQA_457,B,A,A,False
ProntoQA_458,B,A,A,False
ProntoQA_459,A,B,B,False
ProntoQA_46,A,A,A,True
ProntoQA_460,A,A,A,True
ProntoQA_461,A,A,A,True
ProntoQA_462,A,A,A,True
ProntoQA_463,B,B,B,True
ProntoQA_464,B,B,B,True
ProntoQA_465,B,A,A,False
ProntoQA_466,B,B,B,True
ProntoQA_467,B,A,A,False
ProntoQA_468,B,A,A,False
ProntoQA_469,A,A,A,True
ProntoQA_47,B,A,A,False
ProntoQA_470,B,A,A,False
ProntoQA_471,A,B,B,False
ProntoQA_472,B,A,A,False
ProntoQA_473,A,A,A,True
ProntoQA_474,B,B,B,True
ProntoQA_475,B,A,A,False
ProntoQA_476,A,B,B,False
ProntoQA_477,A,A,A,True
ProntoQA_478,B,B,B,True
ProntoQA_479,B,A,A,False
ProntoQA_48,A,A,A,True
ProntoQA_480,A,A,A,True
ProntoQA_481,A,B,B,False
ProntoQA_482,B,A,A,False
ProntoQA_483,B,A,A,False
ProntoQA_484,A,A,A,True
ProntoQA_485,B,A,A,False
ProntoQA_486,A,A,A,True
ProntoQA_487,A,B,B,False
ProntoQA_488,A,B,B,False
ProntoQA_489,B,B,B,True
ProntoQA_49,B,B,B,True
ProntoQA_490,B,B,B,True
ProntoQA_491,B,B,B,True
ProntoQA_492,A,A,A,True
ProntoQA_493,A,A,A,True
ProntoQA_494,A,A,A,True
ProntoQA_495,A,B,B,False
ProntoQA_496,B,A,A,False
ProntoQA_497,B,A,A,False
ProntoQA_498,B,A,A,False
ProntoQA_499,B,A,A,False
ProntoQA_5,A,A,A,True
ProntoQA_50,B,A,A,False
ProntoQA_500,B,A,A,False
ProntoQA_51,B,A,A,False
ProntoQA_52,A,B,B,False
ProntoQA_53,A,B,B,False
ProntoQA_54,A,A,A,True
ProntoQA_55,A,B,B,False
ProntoQA_56,A,A,A,True
ProntoQA_57,A,A,A,True
ProntoQA_58,B,A,A,False
ProntoQA_59,A,A,A,True
ProntoQA_6,A,B,B,False
ProntoQA_60,B,B,B,True
ProntoQA_61,A,A,A,True
ProntoQA_62,A,A,A,True
ProntoQA_63,A,B,B,False
ProntoQA_64,A,A,A,True
ProntoQA_65,B,B,B,True
ProntoQA_66,B,A,A,False
ProntoQA_67,A,B,B,False
ProntoQA_68,A,B,B,False
ProntoQA_69,A,A,A,True
ProntoQA_7,B,B,B,True
ProntoQA_70,B,B,B,True
ProntoQA_71,B,A,A,False
ProntoQA_72,A,B,B,False
ProntoQA_73,B,A,A,False
ProntoQA_74,A,A,A,True
ProntoQA_75,A,B,B,False
ProntoQA_76,A,B,B,False
ProntoQA_77,B,A,A,False
ProntoQA_78,A,B,B,False
ProntoQA_79,B,B,B,True
ProntoQA_8,B,B,B,True
ProntoQA_80,A,B,B,False
ProntoQA_81,A,B,B,False
ProntoQA_82,A,A,A,True
ProntoQA_83,B,B,B,True
ProntoQA_84,B,A,A,False
ProntoQA_85,B,B,B,True
ProntoQA_86,B,A,A,False
ProntoQA_87,A,B,B,False
ProntoQA_88,A,A,A,True
ProntoQA_89,B,A,A,False
ProntoQA_9,A,A,A,True
ProntoQA_90,B,B,B,True
ProntoQA_91,B,A,A,False
ProntoQA_92,A,B,B,False
ProntoQA_93,B,A,A,False
ProntoQA_94,A,B,B,False
ProntoQA_95,B,B,B,True
ProntoQA_96,B,B,B,True
ProntoQA_97,B,A,A,False
ProntoQA_98,B,A,A,False
ProntoQA_99,B,A,A,False
