id,gt,ans1,ans2,correct
ProntoQA_194,B,B,B,True
ProntoQA_195,B,A,A,False
ProntoQA_196,B,B,B,True
ProntoQA_197,B,B,B,True
ProntoQA_198,B,A,A,False
ProntoQA_199,B,A,A,False
ProntoQA_2,A,A,A,True
ProntoQA_20,B,A,A,False
ProntoQA_200,A,A,A,True
ProntoQA_201,B,B,B,True
ProntoQA_202,B,A,A,False
ProntoQA_203,A,A,A,True
ProntoQA_204,B,A,A,False
ProntoQA_205,B,A,A,False
ProntoQA_206,A,A,A,True
ProntoQA_207,B,B,B,True
ProntoQA_208,B,B,B,True
ProntoQA_209,A,A,A,True
ProntoQA_21,A,A,A,True
ProntoQA_210,B,B,B,True
ProntoQA_211,A,B,B,False
ProntoQA_212,A,B,B,False
ProntoQA_213,A,A,A,True
ProntoQA_214,A,A,A,True
ProntoQA_215,B,A,A,False
ProntoQA_216,A,A,A,True
ProntoQA_217,A,A,A,True
ProntoQA_218,A,A,A,True
ProntoQA_219,A,A,A,True
ProntoQA_22,B,A,A,False
ProntoQA_220,B,B,B,True
ProntoQA_221,B,B,B,True
ProntoQA_222,A,A,A,True
ProntoQA_223,B,A,A,False
ProntoQA_224,B,A,A,False
ProntoQA_225,A,A,A,True
ProntoQA_226,B,A,A,False
ProntoQA_227,B,B,B,True
ProntoQA_228,B,B,B,True
ProntoQA_229,A,A,A,True
ProntoQA_23,A,B,B,False
ProntoQA_230,A,A,A,True
ProntoQA_231,B,B,B,True
ProntoQA_232,B,A,A,False
ProntoQA_233,A,B,B,False
ProntoQA_234,A,A,A,True
ProntoQA_235,B,A,A,False
ProntoQA_236,A,A,A,True
ProntoQA_237,B,B,B,True
ProntoQA_238,A,A,A,True
ProntoQA_239,B,A,A,False
ProntoQA_24,A,A,A,True
ProntoQA_240,A,A,A,True
ProntoQA_241,B,A,A,False
ProntoQA_242,A,A,A,True
ProntoQA_243,B,A,A,False
ProntoQA_244,A,B,B,False
ProntoQA_245,A,A,A,True
ProntoQA_246,A,A,A,True
ProntoQA_247,A,B,B,False
ProntoQA_248,A,B,B,False
ProntoQA_249,B,B,B,True
ProntoQA_25,A,B,B,False
ProntoQA_250,A,A,A,True
ProntoQA_251,B,B,B,True
ProntoQA_252,A,A,A,True
ProntoQA_253,A,A,A,True
ProntoQA_254,B,A,A,False
ProntoQA_255,B,A,A,False
ProntoQA_256,B,B,B,True
ProntoQA_257,A,A,A,True
ProntoQA_258,B,B,B,True
ProntoQA_259,B,A,A,False
ProntoQA_26,A,A,A,True
ProntoQA_260,A,B,B,False
ProntoQA_261,A,A,A,True
ProntoQA_262,A,A,A,True
ProntoQA_263,B,A,A,False
ProntoQA_264,A,B,B,False
ProntoQA_265,B,A,A,False
ProntoQA_266,A,A,A,True
ProntoQA_267,B,A,A,False
ProntoQA_268,B,B,B,True
ProntoQA_269,B,A,A,False
ProntoQA_27,A,A,A,True
ProntoQA_270,B,A,A,False
ProntoQA_271,A,B,B,False
ProntoQA_272,A,A,A,True
ProntoQA_273,A,A,A,True
ProntoQA_274,A,B,B,False
ProntoQA_275,A,B,B,False
ProntoQA_276,B,A,A,False
ProntoQA_277,A,A,A,True
ProntoQA_278,B,A,A,False
ProntoQA_279,A,A,A,True
ProntoQA_28,B,A,A,False
ProntoQA_280,B,B,B,True
ProntoQA_281,A,A,A,True
ProntoQA_282,A,A,A,True
ProntoQA_283,A,B,B,False
ProntoQA_284,A,B,B,False
ProntoQA_285,A,B,B,False
ProntoQA_286,A,A,A,True
ProntoQA_287,A,A,A,True
ProntoQA_288,B,A,A,False
ProntoQA_289,B,A,A,False
ProntoQA_29,B,A,A,False
ProntoQA_290,A,A,A,True
ProntoQA_291,B,B,B,True
ProntoQA_292,A,A,A,True
ProntoQA_293,A,A,A,True
ProntoQA_294,A,A,A,True
ProntoQA_295,A,A,A,True
ProntoQA_296,A,A,A,True
ProntoQA_297,A,A,A,True
ProntoQA_298,A,B,B,False
ProntoQA_299,A,A,A,True
ProntoQA_3,A,B,B,False
ProntoQA_30,A,A,A,True
ProntoQA_300,B,B,B,True
ProntoQA_301,A,A,A,True
ProntoQA_302,A,B,B,False
ProntoQA_303,B,A,A,False
ProntoQA_304,A,A,A,True
ProntoQA_305,A,A,A,True
ProntoQA_306,A,A,A,True
ProntoQA_307,B,A,A,False
ProntoQA_308,A,B,B,False
ProntoQA_309,B,B,B,True
ProntoQA_31,A,B,B,False
ProntoQA_310,A,A,A,True
ProntoQA_311,A,B,B,False
ProntoQA_312,A,A,A,True
ProntoQA_313,A,A,A,True
ProntoQA_314,A,A,A,True
ProntoQA_315,A,A,A,True
ProntoQA_316,B,B,B,True
ProntoQA_317,A,A,A,True
ProntoQA_318,A,A,A,True
ProntoQA_319,A,A,A,True
ProntoQA_32,A,A,A,True
ProntoQA_320,B,B,B,True
ProntoQA_321,A,A,A,True
ProntoQA_322,B,A,A,False
ProntoQA_323,B,B,B,True
ProntoQA_324,A,B,B,False
ProntoQA_325,A,A,A,True
ProntoQA_326,A,B,B,False
ProntoQA_327,A,B,B,False
ProntoQA_328,A,A,A,True
ProntoQA_329,B,B,B,True
ProntoQA_33,B,B,B,True
ProntoQA_330,A,A,A,True
ProntoQA_331,B,B,B,True
ProntoQA_332,A,B,B,False
ProntoQA_333,A,B,B,False
ProntoQA_334,A,A,A,True
ProntoQA_335,A,B,B,False
ProntoQA_336,B,A,A,False
ProntoQA_337,B,A,A,False
ProntoQA_338,B,B,B,True
ProntoQA_339,A,A,A,True
ProntoQA_34,B,A,A,False
ProntoQA_340,A,A,A,True
ProntoQA_341,B,A,A,False
ProntoQA_342,B,B,B,True
ProntoQA_343,B,B,B,True
ProntoQA_344,B,A,A,False
ProntoQA_345,B,A,A,False
ProntoQA_346,B,B,B,True
ProntoQA_347,B,B,B,True
ProntoQA_348,A,A,A,True
ProntoQA_349,A,B,B,False
ProntoQA_35,A,A,A,True
ProntoQA_350,B,B,B,True
ProntoQA_351,A,A,A,True
ProntoQA_352,B,A,A,False
ProntoQA_353,A,A,A,True
ProntoQA_354,B,B,B,True
ProntoQA_355,B,B,B,True
ProntoQA_356,A,A,A,True
ProntoQA_357,A,A,A,True
ProntoQA_358,A,B,B,False
ProntoQA_359,A,A,A,True
ProntoQA_36,A,A,A,True
ProntoQA_360,B,A,A,False
ProntoQA_361,B,A,A,False
ProntoQA_362,A,B,B,False
ProntoQA_363,B,A,A,False
ProntoQA_364,B,A,A,False
ProntoQA_365,A,B,B,False
ProntoQA_366,B,A,A,False
ProntoQA_367,B,A,A,False
ProntoQA_368,A,A,A,True
ProntoQA_369,A,A,A,True
ProntoQA_37,A,B,B,False
ProntoQA_370,A,A,A,True
ProntoQA_371,B,B,B,True
ProntoQA_372,B,A,A,False
ProntoQA_373,A,A,A,True
ProntoQA_374,A,A,A,True
ProntoQA_375,A,A,A,True
ProntoQA_376,A,A,A,True
ProntoQA_377,B,A,A,False
ProntoQA_378,B,A,A,False
ProntoQA_379,A,A,A,True
ProntoQA_38,A,A,A,True
ProntoQA_380,A,A,A,True
ProntoQA_381,A,A,A,True
ProntoQA_382,B,B,B,True
ProntoQA_383,A,A,A,True
ProntoQA_384,A,A,A,True
ProntoQA_385,A,B,B,False
ProntoQA_386,B,A,A,False
ProntoQA_387,A,B,B,False
ProntoQA_388,A,A,A,True
ProntoQA_389,A,A,A,True
ProntoQA_39,B,B,B,True
ProntoQA_390,B,A,A,False
ProntoQA_391,A,A,A,True
ProntoQA_392,A,B,B,False
ProntoQA_393,B,A,A,False
ProntoQA_394,A,B,B,False
ProntoQA_395,B,A,A,False
ProntoQA_396,A,A,A,True
ProntoQA_397,B,A,A,False
ProntoQA_398,B,A,A,False
ProntoQA_399,A,A,A,True
ProntoQA_4,B,B,B,True
ProntoQA_40,A,B,B,False
ProntoQA_400,A,B,B,False
ProntoQA_401,A,B,B,False
ProntoQA_402,A,B,B,False
ProntoQA_403,B,A,A,False
ProntoQA_404,B,A,A,False
ProntoQA_405,A,B,B,False
ProntoQA_406,A,A,A,True
ProntoQA_407,A,A,A,True
ProntoQA_408,B,A,A,False
ProntoQA_409,A,B,B,False
ProntoQA_41,A,A,A,True
ProntoQA_410,B,B,B,True
ProntoQA_411,A,A,A,True
ProntoQA_412,B,A,A,False
ProntoQA_413,B,B,B,True
ProntoQA_414,B,B,B,True
ProntoQA_415,B,A,A,False
ProntoQA_416,B,A,A,False
ProntoQA_417,A,B,B,False
ProntoQA_418,B,B,B,True
ProntoQA_419,A,A,A,True
ProntoQA_42,B,A,A,False
ProntoQA_420,B,A,A,False
ProntoQA_421,B,A,A,False
ProntoQA_422,B,B,B,True
ProntoQA_423,B,B,B,True
ProntoQA_424,A,B,B,False
ProntoQA_425,B,A,A,False
ProntoQA_426,B,A,A,False
ProntoQA_427,A,B,B,False
ProntoQA_428,A,A,A,True
ProntoQA_429,B,A,A,False
ProntoQA_43,A,A,A,True
ProntoQA_430,A,A,A,True
ProntoQA_431,A,A,A,True
ProntoQA_432,B,B,B,True
ProntoQA_433,B,A,A,False
ProntoQA_434,A,A,A,True
ProntoQA_435,A,A,A,True
ProntoQA_436,A,A,A,True
ProntoQA_437,B,A,A,False
ProntoQA_438,B,B,B,True
ProntoQA_439,A,A,A,True
ProntoQA_44,B,A,A,False
ProntoQA_440,A,A,A,True
ProntoQA_441,B,B,B,True
ProntoQA_442,A,A,A,True
ProntoQA_443,B,A,A,False
ProntoQA_444,A,A,A,True
ProntoQA_445,A,A,A,True
ProntoQA_446,B,A,A,False
ProntoQA_447,B,A,A,False
ProntoQA_448,B,B,B,True
ProntoQA_449,B,A,A,False
ProntoQA_45,A,B,B,False
ProntoQA_450,B,B,B,True
ProntoQA_451,B,B,B,True
ProntoQA_452,B,A,A,False
ProntoQA_453,A,A,A,True
ProntoQA_454,A,A,A,True
ProntoQA_455,B,A,A,False
ProntoQA_456,B,B,B,True
ProntoQA_457,B,A,A,False
ProntoQA_458,B,B,B,True
ProntoQA_459,A,A,A,True
ProntoQA_46,A,B,B,False
ProntoQA_460,A,A,A,True
ProntoQA_461,A,A,A,True
ProntoQA_462,A,A,A,True
ProntoQA_463,B,B,B,True
ProntoQA_464,B,A,A,False
ProntoQA_465,B,B,B,True
ProntoQA_466,B,A,A,False
ProntoQA_467,B,B,B,True
ProntoQA_468,B,B,B,True
ProntoQA_469,A,A,A,True
ProntoQA_47,B,B,B,True
ProntoQA_470,B,B,B,True
ProntoQA_471,A,A,A,True
ProntoQA_472,B,A,A,False
ProntoQA_473,A,A,A,True
ProntoQA_474,B,A,A,False
ProntoQA_475,B,A,A,False
ProntoQA_476,A,B,B,False
ProntoQA_477,A,B,B,False
ProntoQA_478,B,A,A,False
ProntoQA_479,B,A,A,False
ProntoQA_48,A,B,B,False
ProntoQA_480,A,A,A,True
ProntoQA_481,A,A,A,True
ProntoQA_482,B,A,A,False
ProntoQA_483,B,A,A,False
ProntoQA_484,A,B,B,False
ProntoQA_485,B,A,A,False
ProntoQA_486,A,A,A,True
ProntoQA_487,A,A,A,True
ProntoQA_488,A,A,A,True
ProntoQA_489,B,A,A,False
ProntoQA_49,B,A,A,False
ProntoQA_490,B,A,A,False
ProntoQA_491,B,A,A,False
ProntoQA_492,A,B,B,False
ProntoQA_493,A,A,A,True
ProntoQA_494,A,A,A,True
ProntoQA_495,A,A,A,True
ProntoQA_496,B,B,B,True
ProntoQA_497,B,A,A,False
ProntoQA_498,B,B,B,True
ProntoQA_499,B,A,A,False
ProntoQA_5,A,A,A,True
ProntoQA_50,B,A,A,False
ProntoQA_500,B,B,B,True
ProntoQA_51,B,A,A,False
ProntoQA_52,A,A,A,True
ProntoQA_53,A,A,A,True
ProntoQA_54,A,A,A,True
ProntoQA_55,A,A,A,True
ProntoQA_56,A,A,A,True
ProntoQA_57,A,B,B,False
ProntoQA_58,B,B,B,True
ProntoQA_59,A,A,A,True
ProntoQA_6,A,A,A,True
ProntoQA_60,B,A,A,False
ProntoQA_61,A,A,A,True
ProntoQA_62,A,B,B,False
ProntoQA_63,A,A,A,True
ProntoQA_64,A,B,B,False
ProntoQA_65,B,A,A,False
ProntoQA_66,B,B,B,True
ProntoQA_67,A,A,A,True
ProntoQA_68,A,A,A,True
ProntoQA_69,A,B,B,False
ProntoQA_7,B,B,B,True
ProntoQA_70,B,B,B,True
ProntoQA_71,B,B,B,True
ProntoQA_72,A,A,A,True
ProntoQA_73,B,A,A,False
ProntoQA_74,A,B,B,False
ProntoQA_75,A,A,A,True
ProntoQA_76,A,A,A,True
ProntoQA_77,B,B,B,True
ProntoQA_78,A,B,B,False
ProntoQA_79,B,A,A,False
ProntoQA_8,B,B,B,True
ProntoQA_80,A,A,A,True
ProntoQA_81,A,A,A,True
ProntoQA_82,A,B,B,False
ProntoQA_83,B,B,B,True
ProntoQA_84,B,A,A,False
ProntoQA_85,B,B,B,True
ProntoQA_86,B,A,A,False
ProntoQA_87,A,A,A,True
ProntoQA_88,A,A,A,True
ProntoQA_89,B,A,A,False
ProntoQA_9,A,A,A,True
ProntoQA_90,B,A,A,False
ProntoQA_91,B,B,B,True
ProntoQA_92,A,A,A,True
ProntoQA_93,B,A,A,False
ProntoQA_94,A,A,A,True
ProntoQA_95,B,A,A,False
ProntoQA_96,B,A,A,False
ProntoQA_97,B,B,B,True
ProntoQA_98,B,A,A,False
ProntoQA_99,B,B,B,True
