id,gt,ans1,ans2,correct
ProntoQA_216,A,C,C,False
ProntoQA_217,A,C,C,False
ProntoQA_218,A,C,C,False
ProntoQA_219,A,A,C,True
ProntoQA_22,B,C,C,False
ProntoQA_220,B,C,C,False
ProntoQA_221,B,C,C,False
ProntoQA_222,A,C,C,False
ProntoQA_223,B,C,C,False
ProntoQA_224,B,C,C,False
ProntoQA_225,A,C,C,False
ProntoQA_226,B,C,C,False
ProntoQA_227,B,C,C,False
ProntoQA_228,B,C,B,True
ProntoQA_229,A,C,C,False
ProntoQA_23,A,C,C,False
ProntoQA_230,A,C,C,False
ProntoQA_231,B,C,B,True
ProntoQA_232,B,C,C,False
ProntoQA_233,A,C,C,False
ProntoQA_234,A,C,C,False
ProntoQA_235,B,C,C,False
ProntoQA_236,A,C,C,False
ProntoQA_237,B,C,C,False
ProntoQA_238,A,C,C,False
ProntoQA_239,B,C,C,False
ProntoQA_24,A,C,C,False
ProntoQA_240,A,C,C,False
ProntoQA_241,B,C,C,False
ProntoQA_242,A,A,C,True
ProntoQA_243,B,C,C,False
ProntoQA_244,A,C,C,False
ProntoQA_245,A,C,C,False
ProntoQA_246,A,C,C,False
ProntoQA_247,A,C,C,False
ProntoQA_248,A,C,C,False
ProntoQA_249,B,C,C,False
ProntoQA_25,A,C,C,False
ProntoQA_250,A,C,C,False
ProntoQA_251,B,C,C,False
ProntoQA_252,A,A,C,True
ProntoQA_253,A,C,C,False
ProntoQA_254,B,C,C,False
ProntoQA_255,B,C,C,False
ProntoQA_256,B,C,C,False
ProntoQA_257,A,C,C,False
ProntoQA_258,B,C,C,False
ProntoQA_259,B,C,C,False
ProntoQA_26,A,C,C,False
ProntoQA_260,A,C,C,False
ProntoQA_261,A,C,C,False
ProntoQA_262,A,A,C,True
ProntoQA_263,B,C,C,False
ProntoQA_264,A,C,C,False
ProntoQA_265,B,C,B,True
ProntoQA_266,A,C,C,False
ProntoQA_267,B,C,C,False
ProntoQA_268,B,C,C,False
ProntoQA_269,B,C,C,False
ProntoQA_27,A,C,C,False
ProntoQA_270,B,C,B,True
ProntoQA_271,A,C,C,False
ProntoQA_272,A,C,C,False
ProntoQA_273,A,C,C,False
ProntoQA_274,A,C,C,False
ProntoQA_275,A,A,C,True
ProntoQA_276,B,C,C,False
ProntoQA_277,A,C,C,False
ProntoQA_278,B,C,C,False
ProntoQA_279,A,C,C,False
ProntoQA_28,B,C,C,False
ProntoQA_280,B,C,C,False
ProntoQA_281,A,C,C,False
ProntoQA_282,A,C,C,False
ProntoQA_283,A,C,C,False
ProntoQA_284,A,C,C,False
ProntoQA_285,A,C,C,False
ProntoQA_286,A,C,C,False
ProntoQA_287,A,C,C,False
ProntoQA_288,B,C,C,False
ProntoQA_289,B,C,C,False
ProntoQA_29,B,C,C,False
ProntoQA_290,A,C,C,False
ProntoQA_291,B,C,C,False
ProntoQA_292,A,C,C,False
ProntoQA_293,A,C,C,False
ProntoQA_294,A,A,C,True
ProntoQA_295,A,C,C,False
ProntoQA_296,A,C,C,False
ProntoQA_297,A,C,C,False
ProntoQA_298,A,C,C,False
ProntoQA_299,A,C,C,False
ProntoQA_3,A,C,C,False
ProntoQA_30,A,C,C,False
ProntoQA_300,B,C,C,False
ProntoQA_301,A,A,C,True
ProntoQA_302,A,C,C,False
ProntoQA_303,B,C,C,False
ProntoQA_304,A,C,C,False
ProntoQA_305,A,C,C,False
ProntoQA_306,A,A,C,True
ProntoQA_307,B,C,C,False
ProntoQA_308,A,C,C,False
ProntoQA_309,B,C,B,True
ProntoQA_31,A,C,C,False
ProntoQA_310,A,C,C,False
ProntoQA_311,A,C,C,False
ProntoQA_312,A,C,C,False
ProntoQA_313,A,C,C,False
ProntoQA_314,A,A,C,True
ProntoQA_315,A,C,C,False
ProntoQA_316,B,C,C,False
ProntoQA_317,A,C,C,False
ProntoQA_318,A,A,C,True
ProntoQA_319,A,C,C,False
ProntoQA_32,A,A,C,True
ProntoQA_320,B,C,C,False
ProntoQA_321,A,C,C,False
ProntoQA_322,B,C,C,False
ProntoQA_323,B,C,C,False
ProntoQA_324,A,C,C,False
ProntoQA_325,A,C,C,False
ProntoQA_326,A,C,C,False
ProntoQA_327,A,C,C,False
ProntoQA_328,A,C,C,False
ProntoQA_329,B,C,C,False
ProntoQA_33,B,C,C,False
ProntoQA_330,A,C,C,False
ProntoQA_331,B,C,C,False
ProntoQA_332,A,C,C,False
ProntoQA_333,A,C,C,False
ProntoQA_334,A,A,C,True
ProntoQA_335,A,C,C,False
ProntoQA_336,B,C,C,False
ProntoQA_337,B,C,B,True
ProntoQA_338,B,C,C,False
ProntoQA_339,A,A,C,True
ProntoQA_34,B,C,C,False
ProntoQA_340,A,A,C,True
ProntoQA_341,B,C,C,False
ProntoQA_342,B,C,B,True
ProntoQA_343,B,C,B,True
ProntoQA_344,B,C,C,False
ProntoQA_345,B,C,C,False
ProntoQA_346,B,C,C,False
ProntoQA_347,B,C,C,False
ProntoQA_348,A,A,C,True
ProntoQA_349,A,C,C,False
ProntoQA_35,A,C,C,False
ProntoQA_350,B,C,C,False
ProntoQA_351,A,C,C,False
ProntoQA_352,B,C,C,False
ProntoQA_353,A,C,C,False
ProntoQA_354,B,C,C,False
ProntoQA_355,B,C,C,False
ProntoQA_356,A,C,C,False
ProntoQA_357,A,C,C,False
ProntoQA_358,A,C,C,False
ProntoQA_359,A,C,C,False
ProntoQA_36,A,C,C,False
ProntoQA_360,B,C,C,False
ProntoQA_361,B,C,C,False
ProntoQA_362,A,C,C,False
ProntoQA_363,B,C,C,False
ProntoQA_364,B,C,C,False
ProntoQA_365,A,C,C,False
ProntoQA_366,B,C,C,False
ProntoQA_367,B,C,C,False
ProntoQA_368,A,C,C,False
ProntoQA_369,A,C,C,False
ProntoQA_37,A,C,C,False
ProntoQA_370,A,A,C,True
ProntoQA_371,B,C,C,False
ProntoQA_372,B,C,C,False
ProntoQA_373,A,C,C,False
ProntoQA_374,A,C,C,False
ProntoQA_375,A,A,C,True
ProntoQA_376,A,C,C,False
ProntoQA_377,B,C,C,False
ProntoQA_378,B,C,C,False
ProntoQA_379,A,C,C,False
ProntoQA_38,A,C,C,False
ProntoQA_380,A,C,C,False
ProntoQA_381,A,C,C,False
ProntoQA_382,B,C,C,False
ProntoQA_383,A,C,C,False
ProntoQA_384,A,C,C,False
ProntoQA_385,A,C,C,False
ProntoQA_386,B,C,C,False
ProntoQA_387,A,A,C,True
ProntoQA_388,A,C,C,False
ProntoQA_389,A,C,C,False
ProntoQA_39,B,C,C,False
ProntoQA_390,B,C,B,True
ProntoQA_391,A,C,C,False
ProntoQA_392,A,A,C,True
ProntoQA_393,B,C,C,False
ProntoQA_394,A,C,C,False
ProntoQA_395,B,C,C,False
ProntoQA_396,A,C,C,False
ProntoQA_397,B,C,C,False
ProntoQA_398,B,C,C,False
ProntoQA_399,A,C,C,False
ProntoQA_4,B,C,C,False
ProntoQA_40,A,C,C,False
ProntoQA_400,A,C,C,False
ProntoQA_401,A,C,C,False
ProntoQA_402,A,C,C,False
ProntoQA_403,B,C,B,True
ProntoQA_404,B,C,C,False
ProntoQA_405,A,C,C,False
ProntoQA_406,A,C,C,False
ProntoQA_407,A,C,C,False
ProntoQA_408,B,C,C,False
ProntoQA_409,A,C,C,False
ProntoQA_41,A,C,C,False
ProntoQA_410,B,C,C,False
ProntoQA_411,A,C,C,False
ProntoQA_412,B,C,C,False
ProntoQA_413,B,C,C,False
ProntoQA_414,B,C,C,False
ProntoQA_415,B,C,C,False
ProntoQA_416,B,C,C,False
ProntoQA_417,A,C,C,False
ProntoQA_418,B,C,C,False
ProntoQA_419,A,C,C,False
ProntoQA_42,B,A,C,False
ProntoQA_420,B,C,C,False
ProntoQA_421,B,C,C,False
ProntoQA_422,B,C,B,True
ProntoQA_423,B,C,C,False
ProntoQA_424,A,C,C,False
ProntoQA_425,B,C,B,True
ProntoQA_426,B,C,C,False
ProntoQA_427,A,A,C,True
ProntoQA_428,A,C,C,False
ProntoQA_429,B,C,C,False
ProntoQA_43,A,A,C,True
ProntoQA_430,A,C,C,False
ProntoQA_431,A,C,C,False
ProntoQA_432,B,C,C,False
ProntoQA_433,B,C,C,False
ProntoQA_434,A,C,C,False
ProntoQA_435,A,C,C,False
ProntoQA_436,A,C,C,False
ProntoQA_437,B,C,C,False
ProntoQA_438,B,C,C,False
ProntoQA_439,A,C,C,False
ProntoQA_44,B,C,C,False
ProntoQA_440,A,C,C,False
ProntoQA_441,B,C,C,False
ProntoQA_442,A,C,C,False
ProntoQA_443,B,C,B,True
ProntoQA_444,A,C,C,False
ProntoQA_445,A,C,C,False
ProntoQA_446,B,C,C,False
ProntoQA_447,B,C,C,False
ProntoQA_448,B,C,C,False
ProntoQA_449,B,C,C,False
ProntoQA_45,A,A,C,True
ProntoQA_450,B,C,C,False
ProntoQA_451,B,C,C,False
ProntoQA_452,B,C,B,True
ProntoQA_453,A,C,C,False
ProntoQA_454,A,C,C,False
ProntoQA_455,B,C,C,False
ProntoQA_456,B,C,C,False
ProntoQA_457,B,C,C,False
ProntoQA_458,B,C,C,False
ProntoQA_459,A,A,C,True
ProntoQA_46,A,A,C,True
ProntoQA_460,A,C,C,False
ProntoQA_461,A,C,C,False
ProntoQA_462,A,C,C,False
ProntoQA_463,B,C,C,False
ProntoQA_464,B,C,C,False
ProntoQA_465,B,C,C,False
ProntoQA_466,B,C,C,False
ProntoQA_467,B,C,C,False
ProntoQA_468,B,C,C,False
ProntoQA_469,A,C,C,False
ProntoQA_47,B,C,C,False
ProntoQA_470,B,C,C,False
ProntoQA_471,A,C,C,False
ProntoQA_472,B,C,B,True
ProntoQA_473,A,A,C,True
ProntoQA_474,B,C,C,False
ProntoQA_475,B,C,B,True
ProntoQA_476,A,C,C,False
ProntoQA_477,A,C,C,False
ProntoQA_478,B,C,C,False
ProntoQA_479,B,C,C,False
ProntoQA_48,A,C,C,False
ProntoQA_480,A,C,C,False
ProntoQA_481,A,C,C,False
ProntoQA_482,B,C,C,False
ProntoQA_483,B,C,C,False
ProntoQA_484,A,C,C,False
ProntoQA_485,B,C,C,False
ProntoQA_486,A,C,C,False
ProntoQA_487,A,C,C,False
ProntoQA_488,A,C,C,False
ProntoQA_489,B,C,B,True
ProntoQA_49,B,C,C,False
ProntoQA_490,B,C,B,True
ProntoQA_491,B,C,C,False
ProntoQA_492,A,C,C,False
ProntoQA_493,A,C,C,False
ProntoQA_494,A,C,C,False
ProntoQA_495,A,C,C,False
ProntoQA_496,B,C,C,False
ProntoQA_497,B,C,C,False
ProntoQA_498,B,C,C,False
ProntoQA_499,B,C,C,False
ProntoQA_5,A,C,C,False
ProntoQA_50,B,C,C,False
ProntoQA_500,B,C,C,False
ProntoQA_51,B,C,B,True
ProntoQA_52,A,C,C,False
ProntoQA_53,A,C,C,False
ProntoQA_54,A,C,C,False
ProntoQA_55,A,C,C,False
ProntoQA_56,A,C,C,False
ProntoQA_57,A,C,C,False
ProntoQA_58,B,C,C,False
ProntoQA_59,A,C,C,False
ProntoQA_6,A,C,C,False
ProntoQA_60,B,C,C,False
ProntoQA_61,A,C,C,False
ProntoQA_62,A,C,C,False
ProntoQA_63,A,C,C,False
ProntoQA_64,A,C,C,False
ProntoQA_65,B,C,C,False
ProntoQA_66,B,C,C,False
ProntoQA_67,A,C,C,False
ProntoQA_68,A,C,C,False
ProntoQA_69,A,C,C,False
ProntoQA_7,B,C,C,False
ProntoQA_70,B,C,C,False
ProntoQA_71,B,C,C,False
ProntoQA_72,A,C,C,False
ProntoQA_73,B,C,C,False
ProntoQA_74,A,C,C,False
ProntoQA_75,A,C,C,False
ProntoQA_76,A,C,C,False
ProntoQA_77,B,C,B,True
ProntoQA_78,A,A,C,True
ProntoQA_79,B,C,C,False
ProntoQA_8,B,C,C,False
ProntoQA_80,A,C,C,False
ProntoQA_81,A,C,C,False
ProntoQA_82,A,C,C,False
ProntoQA_83,B,C,C,False
ProntoQA_84,B,C,C,False
ProntoQA_85,B,C,C,False
ProntoQA_86,B,C,C,False
ProntoQA_87,A,C,C,False
ProntoQA_88,A,A,C,True
ProntoQA_89,B,C,C,False
ProntoQA_9,A,C,C,False
ProntoQA_90,B,C,B,True
ProntoQA_91,B,C,C,False
ProntoQA_92,A,A,C,True
ProntoQA_93,B,C,B,True
ProntoQA_94,A,C,C,False
ProntoQA_95,B,C,C,False
ProntoQA_96,B,C,C,False
ProntoQA_97,B,C,B,True
ProntoQA_98,B,C,C,False
ProntoQA_99,B,C,B,True
