id,gt,ans1,ans2,correct
ProntoQA_190,B,A,A,False
ProntoQA_191,B,B,B,True
ProntoQA_192,B,B,B,True
ProntoQA_193,B,B,B,True
ProntoQA_194,B,B,B,True
ProntoQA_195,B,B,B,True
ProntoQA_196,B,B,B,True
ProntoQA_197,B,B,B,True
ProntoQA_198,B,A,A,False
ProntoQA_199,B,B,B,True
ProntoQA_2,A,A,A,True
ProntoQA_20,B,A,A,False
ProntoQA_200,A,B,B,False
ProntoQA_201,B,B,B,True
ProntoQA_202,B,B,B,True
ProntoQA_203,A,A,A,True
ProntoQA_204,B,B,B,True
ProntoQA_205,B,B,B,True
ProntoQA_206,A,A,A,True
ProntoQA_207,B,A,A,False
ProntoQA_208,B,B,B,True
ProntoQA_209,A,A,A,True
ProntoQA_21,A,A,A,True
ProntoQA_210,B,B,B,True
ProntoQA_211,A,B,B,False
ProntoQA_212,A,B,B,False
ProntoQA_213,A,B,B,False
ProntoQA_214,A,B,B,False
ProntoQA_215,B,B,B,True
ProntoQA_216,A,A,A,True
ProntoQA_217,A,B,B,False
ProntoQA_218,A,A,A,True
ProntoQA_219,A,B,B,False
ProntoQA_22,B,B,B,True
ProntoQA_220,B,B,B,True
ProntoQA_221,B,A,A,False
ProntoQA_222,A,A,A,True
ProntoQA_223,B,B,B,True
ProntoQA_224,B,A,A,False
ProntoQA_225,A,A,A,True
ProntoQA_226,B,B,B,True
ProntoQA_227,B,B,B,True
ProntoQA_228,B,B,B,True
ProntoQA_229,A,B,B,False
ProntoQA_23,A,A,A,True
ProntoQA_230,A,B,B,False
ProntoQA_231,B,A,A,False
ProntoQA_232,B,B,B,True
ProntoQA_233,A,A,A,True
ProntoQA_234,A,B,B,False
ProntoQA_235,B,C,C,False
ProntoQA_236,A,B,B,False
ProntoQA_237,B,B,B,True
ProntoQA_238,A,A,A,True
ProntoQA_239,B,B,B,True
ProntoQA_24,A,B,B,False
ProntoQA_240,A,B,B,False
ProntoQA_241,B,B,B,True
ProntoQA_242,A,A,A,True
ProntoQA_243,B,A,A,False
ProntoQA_244,A,B,B,False
ProntoQA_245,A,A,A,True
ProntoQA_246,A,A,A,True
ProntoQA_247,A,B,B,False
ProntoQA_248,A,A,A,True
ProntoQA_249,B,A,A,False
ProntoQA_25,A,B,B,False
ProntoQA_250,A,B,B,False
ProntoQA_251,B,A,A,False
ProntoQA_252,A,A,A,True
ProntoQA_253,A,B,B,False
ProntoQA_254,B,B,B,True
ProntoQA_255,B,B,B,True
ProntoQA_256,B,B,B,True
ProntoQA_257,A,B,B,False
ProntoQA_258,B,A,A,False
ProntoQA_259,B,A,A,False
ProntoQA_26,A,A,A,True
ProntoQA_260,A,B,B,False
ProntoQA_261,A,A,A,True
ProntoQA_262,A,A,A,True
ProntoQA_263,B,A,A,False
ProntoQA_264,A,B,B,False
ProntoQA_265,B,B,B,True
ProntoQA_266,A,A,A,True
ProntoQA_267,B,A,A,False
ProntoQA_268,B,B,B,True
ProntoQA_269,B,A,A,False
ProntoQA_27,A,B,B,False
ProntoQA_270,B,B,B,True
ProntoQA_271,A,B,B,False
ProntoQA_272,A,A,A,True
ProntoQA_273,A,A,A,True
ProntoQA_274,A,B,B,False
ProntoQA_275,A,A,A,True
ProntoQA_276,B,B,B,True
ProntoQA_277,A,B,B,False
ProntoQA_278,B,A,A,False
ProntoQA_279,A,B,B,False
ProntoQA_28,B,A,A,False
ProntoQA_280,B,B,B,True
ProntoQA_281,A,B,B,False
ProntoQA_282,A,A,A,True
ProntoQA_283,A,A,A,True
ProntoQA_284,A,B,B,False
ProntoQA_285,A,B,B,False
ProntoQA_286,A,A,A,True
ProntoQA_287,A,B,B,False
ProntoQA_288,B,A,A,False
ProntoQA_289,B,B,B,True
ProntoQA_29,B,B,B,True
ProntoQA_290,A,A,A,True
ProntoQA_291,B,B,B,True
ProntoQA_292,A,B,B,False
ProntoQA_293,A,A,A,True
ProntoQA_294,A,A,A,True
ProntoQA_295,A,B,B,False
ProntoQA_296,A,B,B,False
ProntoQA_297,A,A,A,True
ProntoQA_298,A,B,B,False
ProntoQA_299,A,B,B,False
ProntoQA_3,A,A,A,True
ProntoQA_30,A,A,A,True
ProntoQA_300,B,B,B,True
ProntoQA_301,A,A,A,True
ProntoQA_302,A,B,B,False
ProntoQA_303,B,B,B,True
ProntoQA_304,A,B,B,False
ProntoQA_305,A,B,B,False
ProntoQA_306,A,A,A,True
ProntoQA_307,B,B,B,True
ProntoQA_308,A,B,B,False
ProntoQA_309,B,B,B,True
ProntoQA_31,A,B,B,False
ProntoQA_310,A,B,B,False
ProntoQA_311,A,B,B,False
ProntoQA_312,A,A,A,True
ProntoQA_313,A,A,A,True
ProntoQA_314,A,B,B,False
ProntoQA_315,A,B,B,False
ProntoQA_316,B,B,B,True
ProntoQA_317,A,B,B,False
ProntoQA_318,A,A,A,True
ProntoQA_319,A,B,B,False
ProntoQA_32,A,B,B,False
ProntoQA_320,B,A,A,False
ProntoQA_321,A,A,A,True
ProntoQA_322,B,A,A,False
ProntoQA_323,B,B,B,True
ProntoQA_324,A,B,B,False
ProntoQA_325,A,A,A,True
ProntoQA_326,A,A,A,True
ProntoQA_327,A,B,B,False
ProntoQA_328,A,A,A,True
ProntoQA_329,B,B,B,True
ProntoQA_33,B,B,B,True
ProntoQA_330,A,B,B,False
ProntoQA_331,B,A,A,False
ProntoQA_332,A,A,A,True
ProntoQA_333,A,B,B,False
ProntoQA_334,A,B,B,False
ProntoQA_335,A,B,B,False
ProntoQA_336,B,A,A,False
ProntoQA_337,B,A,A,False
ProntoQA_338,B,A,A,False
ProntoQA_339,A,A,A,True
ProntoQA_34,B,B,B,True
ProntoQA_340,A,A,A,True
ProntoQA_341,B,B,B,True
ProntoQA_342,B,B,B,True
ProntoQA_343,B,B,B,True
ProntoQA_344,B,A,A,False
ProntoQA_345,B,B,B,True
ProntoQA_346,B,B,B,True
ProntoQA_347,B,B,B,True
ProntoQA_348,A,B,B,False
ProntoQA_349,A,B,B,False
ProntoQA_35,A,B,B,False
ProntoQA_350,B,B,B,True
ProntoQA_351,A,B,B,False
ProntoQA_352,B,B,B,True
ProntoQA_353,A,B,B,False
ProntoQA_354,B,B,B,True
ProntoQA_355,B,B,B,True
ProntoQA_356,A,A,A,True
ProntoQA_357,A,A,A,True
ProntoQA_358,A,B,B,False
ProntoQA_359,A,A,A,True
ProntoQA_36,A,A,A,True
ProntoQA_360,B,A,A,False
ProntoQA_361,B,C,C,False
ProntoQA_362,A,B,B,False
ProntoQA_363,B,A,A,False
ProntoQA_364,B,B,B,True
ProntoQA_365,A,B,B,False
ProntoQA_366,B,A,A,False
ProntoQA_367,B,B,B,True
ProntoQA_368,A,A,A,True
ProntoQA_369,A,B,B,False
ProntoQA_37,A,B,B,False
ProntoQA_370,A,A,A,True
ProntoQA_371,B,B,B,True
ProntoQA_372,B,B,B,True
ProntoQA_373,A,A,A,True
ProntoQA_374,A,C,C,False
ProntoQA_375,A,B,B,False
ProntoQA_376,A,B,B,False
ProntoQA_377,B,B,B,True
ProntoQA_378,B,B,B,True
ProntoQA_379,A,A,A,True
ProntoQA_38,A,B,B,False
ProntoQA_380,A,A,A,True
ProntoQA_381,A,A,A,True
ProntoQA_382,B,B,B,True
ProntoQA_383,A,A,A,True
ProntoQA_384,A,B,B,False
ProntoQA_385,A,A,A,True
ProntoQA_386,B,B,B,True
ProntoQA_387,A,A,A,True
ProntoQA_388,A,A,A,True
ProntoQA_389,A,B,B,False
ProntoQA_39,B,B,B,True
ProntoQA_390,B,B,B,True
ProntoQA_391,A,A,A,True
ProntoQA_392,A,A,A,True
ProntoQA_393,B,B,B,True
ProntoQA_394,A,B,B,False
ProntoQA_395,B,A,A,False
ProntoQA_396,A,A,A,True
ProntoQA_397,B,A,A,False
ProntoQA_398,B,A,A,False
ProntoQA_399,A,B,B,False
ProntoQA_4,B,A,A,False
ProntoQA_40,A,B,B,False
ProntoQA_400,A,C,C,False
ProntoQA_401,A,A,A,True
ProntoQA_402,A,A,A,True
ProntoQA_403,B,B,B,True
ProntoQA_404,B,B,B,True
ProntoQA_405,A,A,A,True
ProntoQA_406,A,A,A,True
ProntoQA_407,A,B,B,False
ProntoQA_408,B,A,A,False
ProntoQA_409,A,A,A,True
ProntoQA_41,A,A,A,True
ProntoQA_410,B,B,B,True
ProntoQA_411,A,A,A,True
ProntoQA_412,B,B,B,True
ProntoQA_413,B,B,B,True
ProntoQA_414,B,B,B,True
ProntoQA_415,B,A,A,False
ProntoQA_416,B,B,B,True
ProntoQA_417,A,B,B,False
ProntoQA_418,B,A,A,False
ProntoQA_419,A,B,B,False
ProntoQA_42,B,A,A,False
ProntoQA_420,B,B,B,True
ProntoQA_421,B,A,A,False
ProntoQA_422,B,B,B,True
ProntoQA_423,B,B,B,True
ProntoQA_424,A,B,B,False
ProntoQA_425,B,B,B,True
ProntoQA_426,B,A,A,False
ProntoQA_427,A,B,B,False
ProntoQA_428,A,B,B,False
ProntoQA_429,B,B,B,True
ProntoQA_43,A,A,A,True
ProntoQA_430,A,A,A,True
ProntoQA_431,A,A,A,True
ProntoQA_432,B,B,B,True
ProntoQA_433,B,B,B,True
ProntoQA_434,A,B,B,False
ProntoQA_435,A,A,A,True
ProntoQA_436,A,A,A,True
ProntoQA_437,B,B,B,True
ProntoQA_438,B,A,A,False
ProntoQA_439,A,B,B,False
ProntoQA_44,B,A,A,False
ProntoQA_440,A,B,B,False
ProntoQA_441,B,A,A,False
ProntoQA_442,A,A,A,True
ProntoQA_443,B,B,B,True
ProntoQA_444,A,A,A,True
ProntoQA_445,A,A,A,True
ProntoQA_446,B,A,A,False
ProntoQA_447,B,B,B,True
ProntoQA_448,B,B,B,True
ProntoQA_449,B,B,B,True
ProntoQA_45,A,A,A,True
ProntoQA_450,B,B,B,True
ProntoQA_451,B,B,B,True
ProntoQA_452,B,A,A,False
ProntoQA_453,A,A,A,True
ProntoQA_454,A,B,B,False
ProntoQA_455,B,A,A,False
ProntoQA_456,B,B,B,True
ProntoQA_457,B,B,B,True
ProntoQA_458,B,B,B,True
ProntoQA_459,A,B,B,False
ProntoQA_46,A,A,A,True
ProntoQA_460,A,B,B,False
ProntoQA_461,A,B,B,False
ProntoQA_462,A,B,B,False
ProntoQA_463,B,B,B,True
ProntoQA_464,B,A,A,False
ProntoQA_465,B,B,B,True
ProntoQA_466,B,A,A,False
ProntoQA_467,B,B,B,True
ProntoQA_468,B,B,B,True
ProntoQA_469,A,A,A,True
ProntoQA_47,B,A,A,False
ProntoQA_470,B,B,B,True
ProntoQA_471,A,A,A,True
ProntoQA_472,B,A,A,False
ProntoQA_473,A,B,B,False
ProntoQA_474,B,A,A,False
ProntoQA_475,B,B,B,True
ProntoQA_476,A,A,A,True
ProntoQA_477,A,B,B,False
ProntoQA_478,B,A,A,False
ProntoQA_479,B,B,B,True
ProntoQA_48,A,B,B,False
ProntoQA_480,A,B,B,False
ProntoQA_481,A,A,A,True
ProntoQA_482,B,B,B,True
ProntoQA_483,B,B,B,True
ProntoQA_484,A,B,B,False
ProntoQA_485,B,B,B,True
ProntoQA_486,A,A,A,True
ProntoQA_487,A,A,A,True
ProntoQA_488,A,A,A,True
ProntoQA_489,B,B,B,True
ProntoQA_49,B,C,C,False
ProntoQA_490,B,A,A,False
ProntoQA_491,B,B,B,True
ProntoQA_492,A,B,B,False
ProntoQA_493,A,A,A,True
ProntoQA_494,A,B,B,False
ProntoQA_495,A,A,A,True
ProntoQA_496,B,C,C,False
ProntoQA_497,B,B,B,True
ProntoQA_498,B,B,B,True
ProntoQA_499,B,B,B,True
ProntoQA_5,A,B,B,False
ProntoQA_50,B,A,A,False
ProntoQA_500,B,B,B,True
ProntoQA_51,B,B,B,True
ProntoQA_52,A,A,A,True
ProntoQA_53,A,B,B,False
ProntoQA_54,A,B,B,False
ProntoQA_55,A,B,B,False
ProntoQA_56,A,B,B,False
ProntoQA_57,A,A,A,True
ProntoQA_58,B,B,B,True
ProntoQA_59,A,C,C,False
ProntoQA_6,A,B,B,False
ProntoQA_60,B,B,B,True
ProntoQA_61,A,A,A,True
ProntoQA_62,A,B,B,False
ProntoQA_63,A,A,A,True
ProntoQA_64,A,B,B,False
ProntoQA_65,B,A,A,False
ProntoQA_66,B,B,B,True
ProntoQA_67,A,A,A,True
ProntoQA_68,A,C,C,False
ProntoQA_69,A,A,A,True
ProntoQA_7,B,C,C,False
ProntoQA_70,B,B,B,True
ProntoQA_71,B,A,A,False
ProntoQA_72,A,A,A,True
ProntoQA_73,B,A,A,False
ProntoQA_74,A,A,A,True
ProntoQA_75,A,A,A,True
ProntoQA_76,A,A,A,True
ProntoQA_77,B,B,B,True
ProntoQA_78,A,B,B,False
ProntoQA_79,B,B,B,True
ProntoQA_8,B,A,A,False
ProntoQA_80,A,A,A,True
ProntoQA_81,A,A,A,True
ProntoQA_82,A,A,A,True
ProntoQA_83,B,B,B,True
ProntoQA_84,B,A,A,False
ProntoQA_85,B,B,B,True
ProntoQA_86,B,B,B,True
ProntoQA_87,A,A,A,True
ProntoQA_88,A,B,B,False
ProntoQA_89,B,B,B,True
ProntoQA_9,A,A,A,True
ProntoQA_90,B,B,B,True
ProntoQA_91,B,B,B,True
ProntoQA_92,A,A,A,True
ProntoQA_93,B,A,A,False
ProntoQA_94,A,A,A,True
ProntoQA_95,B,A,A,False
ProntoQA_96,B,B,B,True
ProntoQA_97,B,A,A,False
ProntoQA_98,B,A,A,False
ProntoQA_99,B,B,B,True
