id,gt,ans1,ans2,correct
ProntoQA_214,A,A,C,True
ProntoQA_215,B,C,B,True
ProntoQA_216,A,A,C,True
ProntoQA_217,A,A,B,False
ProntoQA_218,A,A,C,True
ProntoQA_219,A,C,C,False
ProntoQA_22,B,A,C,False
ProntoQA_220,B,C,B,True
ProntoQA_221,B,A,B,False
ProntoQA_222,A,A,C,True
ProntoQA_223,B,A,B,False
ProntoQA_224,B,A,C,False
ProntoQA_225,A,A,C,True
ProntoQA_226,B,C,B,True
ProntoQA_227,B,C,B,True
ProntoQA_228,B,C,B,True
ProntoQA_229,A,A,C,True
ProntoQA_23,A,C,C,False
ProntoQA_230,A,A,C,True
ProntoQA_231,B,C,C,False
ProntoQA_232,B,C,B,True
ProntoQA_233,A,A,C,True
ProntoQA_234,A,A,C,True
ProntoQA_235,B,C,B,True
ProntoQA_236,A,A,C,True
ProntoQA_237,B,C,B,True
ProntoQA_238,A,A,C,True
ProntoQA_239,B,C,C,False
ProntoQA_24,A,A,B,False
ProntoQA_240,A,A,C,True
ProntoQA_241,B,C,C,False
ProntoQA_242,A,C,C,False
ProntoQA_243,B,A,B,False
ProntoQA_244,A,A,C,True
ProntoQA_245,A,A,C,True
ProntoQA_246,A,A,C,True
ProntoQA_247,A,A,C,True
ProntoQA_248,A,C,B,False
ProntoQA_249,B,A,C,False
ProntoQA_25,A,A,C,True
ProntoQA_250,A,A,C,True
ProntoQA_251,B,C,B,True
ProntoQA_252,A,C,C,False
ProntoQA_253,A,A,C,True
ProntoQA_254,B,C,B,True
ProntoQA_255,B,C,B,True
ProntoQA_256,B,C,B,True
ProntoQA_257,A,A,C,True
ProntoQA_258,B,A,C,False
ProntoQA_259,B,C,B,True
ProntoQA_26,A,A,C,True
ProntoQA_260,A,C,C,False
ProntoQA_261,A,C,C,False
ProntoQA_262,A,A,C,True
ProntoQA_263,B,C,C,False
ProntoQA_264,A,C,C,False
ProntoQA_265,B,C,B,True
ProntoQA_266,A,A,C,True
ProntoQA_267,B,A,C,False
ProntoQA_268,B,C,C,False
ProntoQA_269,B,A,C,False
ProntoQA_27,A,A,C,True
ProntoQA_270,B,C,B,True
ProntoQA_271,A,A,C,True
ProntoQA_272,A,C,C,False
ProntoQA_273,A,A,B,False
ProntoQA_274,A,A,C,True
ProntoQA_275,A,A,B,False
ProntoQA_276,B,C,C,False
ProntoQA_277,A,A,B,False
ProntoQA_278,B,A,C,False
ProntoQA_279,A,A,C,True
ProntoQA_28,B,C,B,True
ProntoQA_280,B,A,B,False
ProntoQA_281,A,A,C,True
ProntoQA_282,A,A,C,True
ProntoQA_283,A,A,C,True
ProntoQA_284,A,A,C,True
ProntoQA_285,A,A,C,True
ProntoQA_286,A,C,C,False
ProntoQA_287,A,C,B,False
ProntoQA_288,B,A,C,False
ProntoQA_289,B,C,B,True
ProntoQA_29,B,A,B,False
ProntoQA_290,A,A,C,True
ProntoQA_291,B,C,B,True
ProntoQA_292,A,A,C,True
ProntoQA_293,A,A,C,True
ProntoQA_294,A,A,C,True
ProntoQA_295,A,A,C,True
ProntoQA_296,A,C,C,False
ProntoQA_297,A,A,C,True
ProntoQA_298,A,A,C,True
ProntoQA_299,A,A,C,True
ProntoQA_3,A,C,C,False
ProntoQA_30,A,A,C,True
ProntoQA_300,B,A,C,False
ProntoQA_301,A,A,B,False
ProntoQA_302,A,C,C,False
ProntoQA_303,B,A,B,False
ProntoQA_304,A,A,C,True
ProntoQA_305,A,A,C,True
ProntoQA_306,A,A,C,True
ProntoQA_307,B,C,B,True
ProntoQA_308,A,A,C,True
ProntoQA_309,B,C,C,False
ProntoQA_31,A,A,B,False
ProntoQA_310,A,A,B,False
ProntoQA_311,A,A,C,True
ProntoQA_312,A,C,C,False
ProntoQA_313,A,A,C,True
ProntoQA_314,A,A,C,True
ProntoQA_315,A,A,B,False
ProntoQA_316,B,C,B,True
ProntoQA_317,A,A,C,True
ProntoQA_318,A,A,C,True
ProntoQA_319,A,A,C,True
ProntoQA_32,A,A,B,False
ProntoQA_320,B,A,B,False
ProntoQA_321,A,A,C,True
ProntoQA_322,B,A,C,False
ProntoQA_323,B,C,C,False
ProntoQA_324,A,A,C,True
ProntoQA_325,A,A,C,True
ProntoQA_326,A,A,C,True
ProntoQA_327,A,A,C,True
ProntoQA_328,A,A,B,False
ProntoQA_329,B,C,C,False
ProntoQA_33,B,C,B,True
ProntoQA_330,A,A,B,False
ProntoQA_331,B,A,C,False
ProntoQA_332,A,C,C,False
ProntoQA_333,A,C,C,False
ProntoQA_334,A,A,B,False
ProntoQA_335,A,A,C,True
ProntoQA_336,B,A,C,False
ProntoQA_337,B,C,C,False
ProntoQA_338,B,A,B,False
ProntoQA_339,A,A,C,True
ProntoQA_34,B,C,B,True
ProntoQA_340,A,C,C,False
ProntoQA_341,B,C,B,True
ProntoQA_342,B,C,B,True
ProntoQA_343,B,A,B,False
ProntoQA_344,B,A,C,False
ProntoQA_345,B,C,B,True
ProntoQA_346,B,C,B,True
ProntoQA_347,B,C,B,True
ProntoQA_348,A,A,B,False
ProntoQA_349,A,A,B,False
ProntoQA_35,A,A,C,True
ProntoQA_350,B,C,B,True
ProntoQA_351,A,A,C,True
ProntoQA_352,B,A,B,False
ProntoQA_353,A,C,C,False
ProntoQA_354,B,A,B,False
ProntoQA_355,B,C,C,False
ProntoQA_356,A,C,C,False
ProntoQA_357,A,A,C,True
ProntoQA_358,A,A,B,False
ProntoQA_359,A,C,C,False
ProntoQA_36,A,A,C,True
ProntoQA_360,B,C,B,True
ProntoQA_361,B,C,B,True
ProntoQA_362,A,C,C,False
ProntoQA_363,B,A,C,False
ProntoQA_364,B,C,C,False
ProntoQA_365,A,A,C,True
ProntoQA_366,B,A,C,False
ProntoQA_367,B,C,B,True
ProntoQA_368,A,A,C,True
ProntoQA_369,A,A,C,True
ProntoQA_37,A,A,C,True
ProntoQA_370,A,A,C,True
ProntoQA_371,B,C,B,True
ProntoQA_372,B,C,B,True
ProntoQA_373,A,A,C,True
ProntoQA_374,A,A,C,True
ProntoQA_375,A,C,C,False
ProntoQA_376,A,A,B,False
ProntoQA_377,B,A,B,False
ProntoQA_378,B,C,B,True
ProntoQA_379,A,A,B,False
ProntoQA_38,A,A,C,True
ProntoQA_380,A,A,C,True
ProntoQA_381,A,A,C,True
ProntoQA_382,B,A,B,False
ProntoQA_383,A,A,C,True
ProntoQA_384,A,C,C,False
ProntoQA_385,A,C,C,False
ProntoQA_386,B,C,B,True
ProntoQA_387,A,A,C,True
ProntoQA_388,A,A,C,True
ProntoQA_389,A,A,C,True
ProntoQA_39,B,C,B,True
ProntoQA_390,B,C,B,True
ProntoQA_391,A,A,C,True
ProntoQA_392,A,C,C,False
ProntoQA_393,B,C,B,True
ProntoQA_394,A,A,C,True
ProntoQA_395,B,C,B,True
ProntoQA_396,A,C,C,False
ProntoQA_397,B,C,B,True
ProntoQA_398,B,A,C,False
ProntoQA_399,A,C,B,False
ProntoQA_4,B,C,C,False
ProntoQA_40,A,A,C,True
ProntoQA_400,A,A,C,True
ProntoQA_401,A,A,C,True
ProntoQA_402,A,A,C,True
ProntoQA_403,B,C,B,True
ProntoQA_404,B,C,B,True
ProntoQA_405,A,A,C,True
ProntoQA_406,A,A,C,True
ProntoQA_407,A,A,C,True
ProntoQA_408,B,C,B,True
ProntoQA_409,A,A,C,True
ProntoQA_41,A,A,C,True
ProntoQA_410,B,C,B,True
ProntoQA_411,A,A,C,True
ProntoQA_412,B,C,B,True
ProntoQA_413,B,C,B,True
ProntoQA_414,B,C,B,True
ProntoQA_415,B,A,C,False
ProntoQA_416,B,A,B,False
ProntoQA_417,A,A,C,True
ProntoQA_418,B,C,C,False
ProntoQA_419,A,A,C,True
ProntoQA_42,B,C,B,True
ProntoQA_420,B,C,B,True
ProntoQA_421,B,C,C,False
ProntoQA_422,B,C,B,True
ProntoQA_423,B,C,B,True
ProntoQA_424,A,A,B,False
ProntoQA_425,B,C,B,True
ProntoQA_426,B,C,B,True
ProntoQA_427,A,C,C,False
ProntoQA_428,A,A,C,True
ProntoQA_429,B,C,B,True
ProntoQA_43,A,A,C,True
ProntoQA_430,A,C,C,False
ProntoQA_431,A,A,C,True
ProntoQA_432,B,C,B,True
ProntoQA_433,B,C,B,True
ProntoQA_434,A,A,C,True
ProntoQA_435,A,A,C,True
ProntoQA_436,A,A,C,True
ProntoQA_437,B,A,C,False
ProntoQA_438,B,C,C,False
ProntoQA_439,A,A,C,True
ProntoQA_44,B,A,B,False
ProntoQA_440,A,C,B,False
ProntoQA_441,B,A,C,False
ProntoQA_442,A,A,C,True
ProntoQA_443,B,C,B,True
ProntoQA_444,A,A,C,True
ProntoQA_445,A,A,C,True
ProntoQA_446,B,A,C,False
ProntoQA_447,B,C,B,True
ProntoQA_448,B,C,B,True
ProntoQA_449,B,A,C,False
ProntoQA_45,A,C,C,False
ProntoQA_450,B,C,B,True
ProntoQA_451,B,C,C,False
ProntoQA_452,B,A,C,False
ProntoQA_453,A,A,C,True
ProntoQA_454,A,A,C,True
ProntoQA_455,B,C,B,True
ProntoQA_456,B,A,C,False
ProntoQA_457,B,C,B,True
ProntoQA_458,B,C,B,True
ProntoQA_459,A,A,B,False
ProntoQA_46,A,A,C,True
ProntoQA_460,A,C,C,False
ProntoQA_461,A,A,C,True
ProntoQA_462,A,A,C,True
ProntoQA_463,B,A,B,False
ProntoQA_464,B,C,C,False
ProntoQA_465,B,A,B,False
ProntoQA_466,B,C,C,False
ProntoQA_467,B,C,B,True
ProntoQA_468,B,C,B,True
ProntoQA_469,A,A,C,True
ProntoQA_47,B,C,C,False
ProntoQA_470,B,C,B,True
ProntoQA_471,A,C,C,False
ProntoQA_472,B,C,B,True
ProntoQA_473,A,A,C,True
ProntoQA_474,B,C,B,True
ProntoQA_475,B,C,C,False
ProntoQA_476,A,A,C,True
ProntoQA_477,A,A,C,True
ProntoQA_478,B,A,C,False
ProntoQA_479,B,C,B,True
ProntoQA_48,A,A,C,True
ProntoQA_480,A,A,C,True
ProntoQA_481,A,C,C,False
ProntoQA_482,B,A,C,False
ProntoQA_483,B,C,B,True
ProntoQA_484,A,A,C,True
ProntoQA_485,B,C,B,True
ProntoQA_486,A,A,C,True
ProntoQA_487,A,A,C,True
ProntoQA_488,A,A,C,True
ProntoQA_489,B,C,C,False
ProntoQA_49,B,C,C,False
ProntoQA_490,B,A,C,False
ProntoQA_491,B,C,B,True
ProntoQA_492,A,A,C,True
ProntoQA_493,A,C,C,False
ProntoQA_494,A,A,B,False
ProntoQA_495,A,A,C,True
ProntoQA_496,B,C,C,False
ProntoQA_497,B,C,B,True
ProntoQA_498,B,C,C,False
ProntoQA_499,B,C,C,False
ProntoQA_5,A,A,C,True
ProntoQA_50,B,C,B,True
ProntoQA_500,B,C,B,True
ProntoQA_51,B,C,B,True
ProntoQA_52,A,A,C,True
ProntoQA_53,A,A,C,True
ProntoQA_54,A,A,B,False
ProntoQA_55,A,C,C,False
ProntoQA_56,A,A,C,True
ProntoQA_57,A,A,C,True
ProntoQA_58,B,C,B,True
ProntoQA_59,A,A,C,True
ProntoQA_6,A,A,C,True
ProntoQA_60,B,C,B,True
ProntoQA_61,A,A,C,True
ProntoQA_62,A,C,C,False
ProntoQA_63,A,A,C,True
ProntoQA_64,A,A,C,True
ProntoQA_65,B,C,B,True
ProntoQA_66,B,C,B,True
ProntoQA_67,A,A,C,True
ProntoQA_68,A,A,B,False
ProntoQA_69,A,A,C,True
ProntoQA_7,B,A,C,False
ProntoQA_70,B,C,B,True
ProntoQA_71,B,A,C,False
ProntoQA_72,A,A,C,True
ProntoQA_73,B,C,B,True
ProntoQA_74,A,A,C,True
ProntoQA_75,A,A,C,True
ProntoQA_76,A,A,C,True
ProntoQA_77,B,C,C,False
ProntoQA_78,A,A,B,False
ProntoQA_79,B,C,B,True
ProntoQA_8,B,A,C,False
ProntoQA_80,A,A,C,True
ProntoQA_81,A,C,C,False
ProntoQA_82,A,A,C,True
ProntoQA_83,B,C,B,True
ProntoQA_84,B,C,C,False
ProntoQA_85,B,C,B,True
ProntoQA_86,B,C,B,True
ProntoQA_87,A,A,B,False
ProntoQA_88,A,A,B,False
ProntoQA_89,B,C,B,True
ProntoQA_9,A,A,C,True
ProntoQA_90,B,A,C,False
ProntoQA_91,B,C,C,False
ProntoQA_92,A,A,B,False
ProntoQA_93,B,C,B,True
ProntoQA_94,A,C,C,False
ProntoQA_95,B,A,C,False
ProntoQA_96,B,A,C,False
ProntoQA_97,B,C,B,True
ProntoQA_98,B,C,B,True
ProntoQA_99,B,C,B,True
